 #No_Constraint #No_Constraint
   #Erot(W)cm-1    #Speed(m/s)
         586.86         587.30
         157.63         499.60
         268.63         658.71
         569.40         185.92
        1348.27         568.95
          49.24         332.71
         453.79         377.86
         195.82         683.20
         500.50         632.77
         796.81         433.37
         225.31         248.50
           9.29         261.72
         623.69         498.53
         159.97         294.56
         518.47         471.99
         550.07         721.67
         458.99         306.56
         115.37         408.25
         692.17         627.59
        1496.38         821.73
         378.25         925.76
         145.77         543.85
         598.80         685.92
        1314.12         439.25
         183.56         536.82
         176.64         121.06
         151.59         796.74
         334.81         706.23
         190.55         964.18
         638.01         458.89
          31.55         343.54
         188.07         316.86
          44.98         261.50
         287.99         259.18
        1912.54         286.77
         156.14         354.79
        1104.58         298.42
         297.12         550.43
         195.49         321.81
         169.74         624.59
         152.64         244.92
         544.96         598.52
         101.16         775.81
         166.61         347.78
         207.04         584.14
         510.60         857.42
         303.34         464.15
         164.36         268.98
          94.94         625.63
         710.97         432.69
         529.51         336.60
         387.70         223.04
         106.04         575.56
         183.85         451.16
         489.98         459.89
          79.16         435.04
         223.68         451.00
          91.16         443.15
         110.00        1002.73
          81.75         875.84
         351.55         774.15
         561.03         944.11
         203.86         656.16
         210.33         352.67
         597.87         326.74
         175.96         758.18
         296.09         859.73
         112.53        1191.19
         404.75         629.13
         263.85         525.92
         204.29         299.98
          46.22         421.90
          35.67         501.66
         302.78         456.01
         506.12         215.72
         168.53         795.86
         838.36         398.21
         752.07         537.00
         542.69         543.54
         599.25         401.12
         196.00         344.22
         494.01         786.37
         617.28         801.06
         118.50         692.07
        1516.20         592.94
          87.17         583.61
         540.45         359.84
         267.19         733.76
         231.28         386.06
         280.49         570.06
         885.91         620.21
          11.65         353.58
         152.36         726.13
         116.58         188.39
         375.89         888.17
         587.73         294.94
         366.00         526.93
          25.72         548.62
         162.17         212.57
         153.28         368.27
         942.66         457.36
         367.13         625.09
         329.08         556.35
         334.81         544.49
          53.50         838.74
         284.39         695.01
          42.04         613.02
         462.75         454.31
         513.02         804.11
         848.06         476.35
          87.23         412.79
        1252.60         546.22
         187.56         322.32
         260.19         614.49
         165.34        1066.79
         333.05         324.46
          23.53         899.50
         650.80         550.75
         720.11         973.41
         467.75         653.20
          74.51         325.22
         952.43         440.79
         215.88         373.86
         562.36         188.75
          61.68         360.59
         420.83         425.12
         617.71         521.20
         187.11         838.54
         812.10         497.73
         146.79         361.54
        1748.59         434.11
         821.11         632.08
         151.07         678.26
         453.35         641.09
         286.17         531.69
         156.56         274.98
        1143.19         426.06
         324.49         469.26
         275.64         378.12
         400.82         584.57
         741.03         535.00
         312.57         423.61
         507.56         698.10
         108.27         278.02
          64.31         542.72
         439.50         325.83
         858.19         333.65
         184.17         483.08
         280.83         528.08
         208.50         439.51
          46.16         474.34
         715.96         595.65
         174.78         662.44
         910.53         778.58
          44.77         309.10
         385.75         522.04
         192.50         278.58
         658.41         947.92
         394.65         158.84
         166.65         432.45
         185.74         673.31
          37.96         729.26
         386.76         509.30
         473.62         350.45
         161.37         565.76
         261.05         495.93
         423.56         399.39
         581.78         235.90
         379.48         620.82
         227.38         585.72
        1489.84         481.32
         891.45         560.42
         547.94         384.09
         277.98         546.04
         316.59         516.50
         456.91         409.75
         565.30         342.70
          51.57         654.57
        1342.11         747.37
        1190.10         374.04
         512.67         663.91
         343.14         684.27
         107.14         133.93
         331.30         127.80
        1352.62         430.19
          50.57         558.39
         408.84         175.21
         823.72         213.36
         200.71         380.23
          25.64         431.11
          23.06         418.69
          28.07         564.79
         444.08         368.62
         392.40         619.52
         153.66         375.40
         901.73         623.56
         648.66         884.09
         268.92         227.30
         209.73         217.09
         523.98         132.03
         178.18         949.32
          54.95         600.33
          37.83         541.68
         251.67         238.12
        1531.99         807.46
         488.51         520.72
         214.98         264.07
         364.22         446.91
          76.76         850.79
         463.33         269.64
         162.29         661.62
         506.98         838.77
         683.45         728.54
         341.07         187.76
         759.08         345.42
          64.86         225.07
         360.04         326.70
         395.18         390.49
         624.33         628.13
         896.97         479.62
         245.51         284.63
         323.46         528.28
         113.13         509.25
         502.75         579.19
         206.57         651.03
         681.32         253.00
        1985.08         799.84
         268.82         205.07
         989.26         757.15
         235.79         712.40
         156.50         629.62
         707.86         428.21
         416.80         393.61
         531.39         234.26
        1799.38         661.44
          80.61         240.09
         473.67         273.62
          66.19         257.39
         938.69         831.43
         320.28         261.52
         129.11         759.02
          59.61         420.92
        1273.50         628.77
         414.05         373.18
         380.97         214.70
         381.18         501.04
        1677.06         528.29
         289.27         921.82
         641.63         485.89
         197.61         280.92
         227.88         564.80
        1540.41         318.59
          65.03         372.44
         461.77         598.03
         286.84         812.11
         402.25         232.34
         295.81         144.45
         113.21         764.46
          64.21        1029.45
         651.05         486.98
         345.43         323.00
         457.79         576.10
         748.24         829.44
         373.85         579.30
        1004.91         586.49
          76.23         462.55
         217.26         287.04
         379.61         532.42
          39.23         620.82
          43.96         591.30
         513.40         254.60
         419.26         319.30
          85.63         460.48
        1020.86         594.70
         330.74         217.26
         247.85         490.26
         240.35         567.19
         102.45         141.01
         587.61         568.40
          74.18         221.07
         342.02         422.94
          59.58         475.52
          25.24         603.92
         543.45         437.29
         170.65         241.36
         528.66         615.96
         302.38         423.53
         476.93         297.25
         220.04         352.85
        1360.63         634.74
         332.07         328.85
        1117.84         816.12
         204.89         537.48
         147.37         806.68
         128.87         342.23
         285.66         656.69
         297.60         848.21
         153.72         475.96
         173.20         506.36
        1149.55         659.78
         346.92         325.94
         606.83         602.18
         146.16         242.77
         563.26         247.63
         564.84         742.82
         819.02         349.53
          86.51         238.88
         266.76         633.64
         424.53         313.65
        1124.35         740.35
         334.32         742.61
         465.24         214.38
         249.24         597.64
          99.00         533.62
         240.59         440.40
         275.61         208.37
         179.36         373.40
         342.09         800.96
         221.67         577.37
         647.73         395.97
         651.97         343.55
         365.31         713.15
         860.36        1025.60
         129.49         379.10
         376.04         822.77
         859.10         461.87
         227.98         263.13
         783.78         241.43
         377.96         240.51
         210.80         561.50
         527.56         294.27
         115.86         159.01
         275.25         504.20
         210.42         343.42
         323.21         500.41
         333.55         582.29
          40.34         390.99
         212.59         269.51
         364.41         500.70
         423.98         340.44
         572.13         709.33
         285.53         478.88
         348.68         379.60
         623.57         249.14
         839.21         688.54
         622.41         230.69
          43.60         458.88
         455.99         790.07
          86.41         172.68
         101.21         522.60
          42.17         259.45
         121.89         559.76
         336.85         595.81
         342.83         601.32
         248.37         699.19
         597.29         437.93
          59.31         400.59
         170.26         756.55
         136.86         387.92
         359.95         704.76
         181.96         515.23
         305.94         391.94
          97.14         694.07
         462.21         517.39
          19.45         563.08
         289.49         768.17
          22.09         178.65
         624.59         499.59
         230.95         772.13
         314.14         618.83
         103.66         276.29
         103.63         549.29
         783.69         482.95
         335.52         658.77
         835.70         553.22
          96.63         477.68
          90.30         371.57
         590.51         665.55
         137.85        1038.58
         245.46         518.58
         398.95         297.63
          88.92         689.09
         658.92         282.29
         335.07         462.60
         147.01         490.57
         327.43         582.67
         267.76         242.25
          49.88         281.48
         274.84         353.17
         275.99         471.28
          66.26         623.23
         149.02         516.65
         404.89         633.14
         617.85         223.34
         275.46         431.42
         393.48         401.91
         505.59         738.75
         203.45         547.86
         228.22         383.79
         486.40         390.03
         612.26         515.20
          64.74         358.56
         407.98         313.50
         465.37         418.99
        1729.35         287.72
          84.68         501.98
         762.78         344.40
         763.66         654.65
         145.62         389.24
        1100.41         101.60
         147.92         216.15
         204.56         513.19
         110.78         193.34
         294.63         552.78
         622.10         449.14
         566.15         727.81
        1587.17         802.34
         121.83         302.78
         831.91         770.46
         237.13         555.15
         745.19         570.90
         322.90         132.12
         679.00         374.09
         212.72         378.88
         386.94         517.73
         616.56         574.61
         204.84         155.82
          76.47         754.58
          75.82         551.79
         366.15         361.05
         340.80         693.46
         226.22         437.02
         224.04         743.58
         672.40         245.04
         278.85         436.42
         500.86         658.53
         174.58         657.34
         438.16         863.12
         157.46         234.82
          86.61         493.21
         382.34         408.71
         425.42         312.26
         357.46         384.70
         203.78         567.26
         282.16         275.80
         668.84         730.66
         266.47         707.47
         343.39         517.21
         392.40         249.25
         669.55         365.33
         222.12         622.18
         106.31         317.69
          19.69         155.72
         321.53         781.68
         777.59         678.16
         270.84         803.50
         227.23         383.31
          70.65         273.21
         622.38         747.43
          92.05         444.37
         327.19         479.45
        1015.13         282.20
         761.36         467.21
         175.98         416.23
        1160.16         214.45
        1047.54         361.93
         308.64         654.22
          99.34         410.96
         532.79         457.16
         301.98         505.20
          17.39         627.66
          55.79         121.26
         137.74         750.84
         609.55         208.80
         302.11         544.07
         244.85         305.49
         545.58         396.08
         337.27         305.23
          87.44         652.25
         107.69         425.46
         262.55         314.73
        1856.46         737.92
          46.09         649.67
        1367.12         357.26
         216.10         439.48
         656.80         814.47
         221.24         308.59
         716.52         370.65
         243.64         135.56
         227.97         469.07
         411.50         753.73
         117.62         549.51
         588.14         899.62
         143.90         590.78
         244.30         705.23
         120.87         471.09
          49.71         615.54
         201.65         957.73
         533.13         514.44
        1097.47         850.32
         880.11         257.25
         163.58         435.29
        1863.56         319.44
        2029.23         534.55
         464.56         473.23
         181.74         477.74
         321.88         802.16
         290.86         384.38
         214.00         383.22
         331.98         633.87
         207.64         644.63
         607.44         330.27
         234.57         529.32
         437.89         337.97
         353.62         618.27
         252.09         789.78
         441.02         602.71
         274.90         190.02
        1009.15         436.03
         435.86         271.29
         364.19         613.62
         476.71         250.42
        1323.23         609.66
         430.30         601.45
          31.14         643.73
         331.92         598.68
         238.25         908.86
         668.46         462.56
         165.41         416.21
         297.71         322.07
         408.90         336.96
         104.21         272.70
         208.10         674.35
         292.01         659.12
         245.02         397.80
         763.62         782.49
         386.03         658.95
         371.97         530.54
          68.76         816.14
         317.45         825.82
         866.38        1080.46
         208.21         282.92
         107.43         368.66
        1147.10         574.21
         906.05         507.10
          90.89         211.17
         101.87         210.49
         388.85         212.83
         336.74         646.70
         336.04         787.80
         615.59         568.80
         117.69         579.27
         107.59         335.40
         151.44         581.03
        1093.47         584.58
         184.85         461.44
         161.18         638.02
          68.28         551.30
         203.38         481.24
         153.20         383.03
         261.95         221.96
        1317.17         752.17
         482.44         509.42
          51.03         314.10
         170.41         760.38
         450.85         490.32
         215.24         307.91
          79.67         739.78
         290.35         654.38
        1049.33         215.23
         405.06         580.35
         241.71         848.01
         817.83         875.78
         347.55         509.28
         460.51         389.80
         153.86         467.68
          21.52         321.92
          45.85         508.52
         191.55         465.10
         305.80         289.99
         394.82         424.98
         483.45         251.80
         503.90         536.18
         216.85         392.95
         216.45         395.76
           5.87         234.06
         920.77         882.80
         895.96         806.39
         254.76         381.27
          62.01         281.07
         335.58         495.83
         348.55         581.05
         107.33         671.89
         521.91         611.57
          53.13         173.82
        1288.44         937.86
         430.93         314.53
         387.46         561.95
         341.79         537.77
         235.16         643.47
         113.13         213.96
        1756.30         584.42
         166.20         436.70
         643.49         275.75
         319.02          64.56
         421.91         593.92
         662.29         352.67
         428.13         577.17
         288.93         455.98
         138.15         472.64
          39.77         343.13
         754.84         235.35
         228.22         379.24
         608.09         270.50
          80.39         719.15
         237.97         462.49
         387.89         287.30
         335.48         343.88
         788.87         449.25
          82.83         430.36
         497.05         605.31
         175.76         537.17
         752.02         611.36
        1907.69         207.13
         172.37         500.86
         169.31         400.04
          39.80         354.29
         806.98         928.15
          93.55         377.68
         166.55         420.97
         690.16         346.03
         410.15         498.49
         250.10         267.74
         677.79         744.68
         496.68         337.43
          41.40         504.95
         567.05         536.22
         349.98         647.58
         221.71         700.67
         664.72         218.47
         417.15         370.59
         127.19         451.77
         274.81         539.79
         547.88         311.94
         827.20         561.80
         158.93         681.02
         281.94         420.91
         350.26         566.76
         567.78         324.74
         153.03         432.29
         367.46         576.65
        1031.94         630.43
         201.83         526.70
         825.44         592.35
          41.43         357.17
         988.51         636.03
         287.79         277.58
         596.30         340.12
        1033.94         600.29
         112.61         434.05
         159.15         499.61
          60.32         109.23
         137.49         488.38
         548.15         895.41
         432.87         604.61
         344.40         325.86
         211.43         544.87
         820.84         721.39
         363.97         686.59
         560.22         478.30
         102.63         901.09
         372.96         527.51
          75.01         329.14
         605.36         518.18
         610.79         454.97
         633.29         605.18
          16.35         492.29
         527.06         421.68
         160.13         501.56
         511.46         503.87
        1245.72         530.68
         156.64         500.84
         116.20         349.08
         167.23         431.01
         472.79         689.62
         236.31         387.64
         139.16         228.21
         184.85         367.60
         109.81         419.06
         142.71         689.02
         359.41         534.66
         137.05         449.55
         751.67         729.52
         299.66         935.00
         195.49         343.14
          19.85         457.21
         169.43         437.80
          65.03         634.06
         654.39         506.94
         349.30         407.59
         686.66         282.51
         116.52         418.68
          89.59         374.22
         276.85         352.86
         636.09         156.16
         769.68         728.94
         738.30         884.32
         924.88         394.57
         152.91         538.17
         418.86         329.77
         185.30         412.25
         410.16         460.41
         356.74         316.99
          53.07         586.99
         481.87         355.10
         104.24         496.71
         500.90         150.72
         580.11         475.75
         384.53         244.38
         157.18         617.88
          24.90         250.26
          90.41         297.11
         107.00         824.12
         376.66         172.20
         289.23         222.46
         275.59         389.91
           3.37         420.55
         402.38         807.42
         418.51         460.67
         375.12         219.14
         128.44         604.02
         236.60         367.51
         521.46         481.52
         120.05         690.91
         188.69         280.87
         108.26         327.40
         255.50         789.10
         581.52         666.19
         294.08         485.45
         327.47         938.26
         354.03         326.11
         190.95         469.23
         162.28         580.05
          91.51         595.71
         353.06         556.84
        1325.06         293.61
          71.68         280.06
         351.91         259.86
         372.60         325.47
         664.54         559.92
         998.73         469.06
         151.65         173.70
         200.99         532.67
         635.93         475.54
         395.68         137.36
         234.31         317.26
         303.86         189.79
         352.70         351.03
         219.08         757.32
        1065.07         451.91
         490.59         394.67
         548.07         492.58
         280.32         243.51
         174.87         572.77
        2087.13         557.98
         398.66         573.23
           7.99         606.42
         238.04         648.77
          16.39         416.70
         420.54         321.99
         547.38         263.14
          58.93         454.05
         326.34         474.90
         636.18         350.90
         103.58         599.50
         797.90         848.91
         124.84         215.13
         297.58         789.93
         233.94         522.35
        1309.37         252.06
         530.43         251.35
         459.09         610.82
         171.99         403.47
        1007.71         329.93
         524.97         423.23
         656.32         762.05
         270.28         417.03
         126.01          56.79
         650.64         298.71
          46.96         576.50
         132.07        1039.97
         676.31         839.35
         448.27         628.39
         287.51         510.72
         578.74         519.97
         479.58         496.86
          97.31         349.89
        1029.00         331.07
          81.95         616.05
         243.02         266.81
         446.00         360.28
         109.94         433.53
        1232.39         654.97
          84.73         263.12
         117.94         458.50
         846.98         683.32
          41.88         265.55
         248.78         388.41
         189.84         678.65
         146.12         338.75
         257.20         402.95
          54.93         575.02
        1072.31         335.04
         509.84         565.42
         346.92         343.36
         384.74         852.00
         712.64         278.43
           9.89         468.80
         153.64         357.22
          68.70         232.68
         140.29         548.93
         211.45         459.11
          55.27         965.54
         221.30         338.51
         234.15         536.44
         132.17         361.56
         696.27         447.63
         627.00         370.05
          42.60         496.69
         113.06         503.93
         632.44         817.51
         428.51         788.34
         218.21         496.53
         689.45         204.86
         434.88         446.23
          49.34         517.37
        1547.79         347.12
         458.15         669.04
          65.69         703.63
         174.24         364.80
         419.53         551.76
          20.32         303.04
         372.64         248.47
         265.02         318.67
         226.70         923.76
         170.38         614.53
         760.25         252.27
         140.40         203.27
         929.37         285.81
         426.59         335.15
         256.76         402.64
         742.06         592.60
         109.64         680.48
         302.64         300.08
         731.62         242.53
         424.60         466.24
         370.76         858.25
         257.11         566.22
         770.90         490.86
        2000.95         267.60
        1272.12         289.98
         421.29         361.30
         220.62         385.19
         663.67         575.49
        1154.20         500.57
        1239.99         490.99
         200.49         760.66
         647.72         174.38
         716.00         127.51
         291.18         363.51
         126.66         576.40
        1319.18         884.76
         882.41         430.31
         415.47         511.41
         952.49         610.92
          96.28         550.83
         172.86         180.05
         748.47         283.27
         364.82         503.05
          68.41         694.90
         905.33         881.19
         151.75         277.58
         688.89         509.16
         378.44         802.25
         137.55         446.91
          51.66         290.36
         161.40        1143.81
         986.46         549.83
         535.24         654.38
         585.57         744.81
         631.58         670.47
         380.05         775.27
         860.40         335.15
         592.14         263.34
         720.48         853.43
         443.20         432.35
           8.04         845.90
         810.05         619.41
         455.33         458.16
        1403.96         455.36
         299.46         531.96
         174.86         568.49
         212.28         603.73
         336.57         270.60
        1195.16         456.52
          62.93         286.99
         108.09         254.15
         469.27         165.39
         243.77         257.37
         291.01         654.11
         356.47         334.53
          34.14         483.30
          32.95         411.38
         101.59         365.02
         520.28         574.11
        1066.94         251.45
         329.41         693.74
         261.58         220.89
        1025.29         509.92
         516.30         586.72
        1180.83         514.61
         168.16         407.13
         262.94         327.35
         646.13         369.37
         206.31         447.83
          73.86         626.24
         627.66        1002.02
         224.78         780.39
         304.40         695.05
         182.43         432.15
         251.40         753.66
         748.63        1114.37
         313.92         585.35
         192.65         441.60
          54.96         443.04
         821.45         107.51
         139.30         730.39
         388.31         839.18
         827.17         719.75
          72.59         661.11
         567.90         739.15
         313.57         501.02
         548.50         304.02
        1091.78         181.17
         207.13         446.71
         151.11         531.64
         430.10         360.99
         102.23         902.98
         170.53         467.10
         266.63         512.52
          64.95         196.54
         114.46         583.91
         202.60         437.19
          64.67         622.99
         971.45         582.86
        1155.22         450.21
         296.69         354.49
         380.40         452.89
         919.52         353.53
         252.09         304.47
          74.77         709.88
        1801.70         344.83
         937.69         502.26
        1552.71         490.53
         387.78         817.31
         385.59         577.04
         279.64         582.62
         159.42         247.24
         258.76         467.83
         264.11         422.56
         389.49         957.09
         482.96         409.56
         262.68        1250.12
         177.22         441.21
         125.85         745.38
         316.79         749.50
         308.79         273.64
          86.83         837.00
         220.43         411.54
         370.41         413.85
         904.51         472.71
         293.95         342.40
        1162.40         757.03
         211.51         804.81
         840.88         462.02
         988.14         450.72
         907.17         320.56
         146.09         595.55
         373.00         633.86
          93.33         118.26
         437.74         730.33
         548.72         515.70
         707.41         464.65
        1157.91         294.99
         112.61         550.87
         379.42         378.71
         588.49         467.10
         257.14         539.21
         502.49         405.97
         178.60         893.61
         324.96         575.37
         160.18         444.10
         661.03         481.56
         323.55         351.17
         882.22         883.99
         298.26         493.42
          78.64         402.37
         168.54         178.43
         318.56         891.78
         101.14         534.01
         886.01         281.49
          82.68         406.41
         126.37         397.76
        1002.75         555.41
         679.18         427.96
         282.44         666.98
        1473.24         143.78
          44.10         725.90
          97.28         493.91
         615.03         464.76
         940.67         420.60
           2.41         675.30
         127.26         743.13
         189.60         358.49
         211.47         537.67
         187.25         656.71
          99.12        1008.09
         377.22         393.08
         115.88         725.81
         342.70         184.11
         171.76         263.19
         239.78         638.10
          45.62         668.62
         202.94         312.64
         269.15         605.70
         177.62         545.81
         551.44         359.46
         253.12         479.42
         135.87         780.05
          10.56         155.52
         128.40         429.86
         180.22         646.34
          70.20         581.21
         150.92         252.10
         283.93         809.24
         397.86         434.70
        1069.94         558.01
         341.25         425.39
         185.17         637.72
          84.09         546.67
         612.59         407.53
         221.12         444.81
          94.41         253.25
          12.11         514.70
          44.23         630.26
         112.10         606.14
         397.34         444.31
         269.57         291.80
         445.40         277.78
         360.21         221.76
         228.98         871.38
         660.16         521.76
          59.23         406.31
        1006.87        1009.74
        1059.78         415.32
         290.20         408.86
          50.74         784.80
        1957.00         265.92
         314.70         536.31
          79.82         639.44
         745.53         578.08
         509.70         412.21
         431.82         753.04
          90.63         654.79
         689.28         279.72
         168.22         434.08
         293.32         469.57
          74.26         428.60
         563.22         680.13
         274.33         682.94
         191.77         603.65
         295.76        1052.05
         254.49         414.65
         292.38         213.20
         631.58         729.22
         198.86         602.23
         569.58         235.84
          42.94         466.21
         870.74         209.26
         142.64          81.60
         345.09         202.61
        1354.33         192.24
         685.77         339.00
         130.52         717.07
         142.93         344.86
         488.82         329.48
         292.97         606.83
         155.39         578.72
         207.53         459.17
          73.09         269.13
         840.95         160.11
         268.70         375.77
         480.66         363.94
         394.60         665.34
          22.05         457.17
        1029.76         463.71
         925.28         367.00
         264.33         446.75
         521.84         748.65
         894.83         472.02
           5.58         464.39
         408.18         656.78
         406.71         353.65
         300.19         585.17
        1087.24         540.67
         239.59         379.85
         161.57         711.76
         873.14         374.86
         495.20         192.13
          27.58         924.87
         217.66         468.11
         146.00         882.04
         215.66         533.88
         777.25         535.99
         154.02         301.81
         865.93         697.40
         497.25         254.09
         419.97         277.67
         250.12         685.15
         671.04         350.20
        1052.38         358.79
         374.53         340.29
         165.71          86.66
          83.14         689.09
           5.02         543.36
         319.13         391.88
         300.22         455.94
         413.18         520.38
        1057.24         304.53
         517.66         451.70
         245.23         871.53
         284.52         705.49
          32.96         223.74
        1057.41         480.35
         220.54         315.74
         348.57         336.88
        1023.27         527.51
         394.40         104.40
         287.28         522.39
         791.56         352.42
         972.60         592.41
         458.19         235.74
         266.63         215.12
         160.73         869.33
          98.71         342.85
         294.18         173.39
         601.51         708.75
         185.66         171.95
          30.83          55.72
         310.38         939.99
         917.32         463.43
         715.67         836.35
          86.78         450.38
         265.20         371.95
         193.02         420.18
         238.53         557.81
         504.08         313.46
         349.13         521.99
          92.26         621.36
         825.21         430.09
         189.35         337.96
         162.45         495.21
         155.41         318.69
          38.22         716.72
         350.90         604.56
         543.10         473.05
         297.50         388.07
         360.88         679.58
         307.47         288.92
        1562.79         343.15
         386.64         333.20
         605.39         333.91
         188.97         430.89
         212.20         287.29
         299.86         532.54
          94.18         358.45
         213.42         283.98
          62.84         389.30
         134.60         354.25
         511.74         510.39
         349.74         378.48
          68.53         333.46
           2.49         516.68
         314.29         475.85
          72.89         628.88
           6.60         392.74
         966.81         401.34
          21.46        1298.05
         532.08         388.24
         359.03         767.31
          81.47         374.87
          96.69         546.75
         288.44         432.94
         464.45         416.90
         540.07         616.98
         608.88         537.02
          59.61         339.09
         308.18         724.81
         461.24         632.85
         772.12         332.57
          12.68         571.87
         295.03         519.23
         971.59         624.58
         692.45         691.07
         351.94         366.18
          37.98         563.42
         305.11         472.71
         253.29         487.06
         183.21         595.40
         919.80         428.90
         233.51         381.69
         183.03         893.56
        1182.91          96.47
         382.83         691.34
         327.59         283.26
         555.45         490.02
         450.83         204.78
         319.62         340.92
        1482.09         501.04
         809.53         445.50
         434.90         666.13
         673.57         533.97
         322.43         964.58
         108.69         524.61
         128.96         559.35
         233.26         496.33
          47.84         965.22
         418.58         299.43
         355.39         459.65
         448.29         639.37
         248.68         485.73
        1300.68         444.99
         504.52         506.67
        1070.65         191.66
         203.85         646.07
         442.72         525.47
         540.29        1007.58
         201.99         504.71
         171.14         201.50
         456.72         355.06
          10.10         341.10
         301.55         338.86
         178.53         428.12
          47.54         647.42
          46.62         470.85
         712.34         953.26
         580.76         286.96
         958.44         298.06
         271.31         208.52
          68.43         554.29
         706.01         155.28
         540.31         337.99
         648.89         551.69
           9.62         735.60
         327.18         486.23
         172.93         475.26
         662.29         295.42
         119.38         558.90
         150.76         172.32
          82.07         430.82
         343.92         625.94
         493.90         402.75
         454.55         541.42
         205.67         587.30
         272.94         362.48
         276.38         755.05
         707.22         344.05
         309.57         244.97
         625.63         337.84
         293.72         308.71
         114.99         587.12
         251.66         252.70
         219.07         489.62
         974.20         294.81
         255.52         633.26
         473.71         190.28
          93.17         433.06
         462.56         748.05
          79.09         430.33
         421.21        1203.12
         497.37         406.81
         449.95         236.10
         566.69         558.85
         374.39         446.82
         310.33         350.30
         864.33         403.14
        1236.01         344.78
         265.31         318.67
         209.51         465.07
         225.75         774.79
         238.66         603.59
         364.43         255.59
         143.93         693.24
         221.02         386.22
        1593.93         548.13
         723.01         150.85
         180.59         166.21
         237.67         850.14
         360.03         190.23
         996.25         332.27
         194.18         386.02
         268.74         512.20
         755.96         581.00
        1413.05         450.64
          24.36         282.39
         156.07         143.30
         653.59         374.34
          71.43         275.72
         497.51         973.17
         613.70         586.10
         516.94         761.32
         477.08         622.65
         423.65         641.05
         332.17         641.25
         125.56         388.09
         901.49         894.15
         124.70         526.46
         126.67         676.89
         225.83         285.70
         282.38         559.30
         347.66         878.46
         285.34         740.68
         261.16         221.60
         385.81         653.87
          82.18         411.84
         153.77         294.44
         383.94         839.34
         224.76         362.81
         266.31         370.52
         131.53         283.67
         524.60         524.42
         221.39         533.25
         360.72         445.49
         412.36         328.29
         576.58         295.69
         303.11         639.77
         646.14         525.82
         744.15         108.41
         158.29         609.31
         281.16         733.27
         158.64         699.29
         215.00         504.08
         404.08         456.56
        1195.66         612.66
         344.77         474.15
         249.58         819.43
         223.46        1026.81
         121.90         661.89
         221.20         466.62
         300.22         457.94
         200.33         874.16
         169.62         539.00
         946.13         577.70
          53.87         357.01
         404.45         610.28
         976.63         380.68
         440.64         271.97
         138.72         507.08
         181.30         767.85
         105.58         569.97
         230.45         604.12
         516.81         503.90
         327.32         245.39
         188.83         272.93
         102.67         584.80
         755.80         253.68
         180.57         366.87
         673.67         773.76
         215.62         356.49
          20.23         479.06
         124.08         620.52
         329.31         443.98
         956.06         843.17
         506.28         709.70
         874.18         702.98
         129.60         587.45
         649.79         769.07
         226.32         493.84
         856.82         501.79
          60.16         409.24
         307.90         419.94
         209.51         549.51
         431.59         173.83
        1208.55         326.80
         157.90         862.57
          20.13         394.43
         418.76         599.17
          96.57         383.77
         194.94         465.32
         236.92         560.01
        1277.76         591.01
         700.84         351.25
          82.57         334.64
         268.86         783.96
         124.12         441.80
          54.23         326.75
         674.41         493.15
          29.61         223.23
         126.70         231.13
         218.14         807.86
         186.78         141.07
         300.71         388.41
         212.60         378.96
         219.76         760.91
          87.84         630.90
         479.71         272.22
        1272.63         336.73
         482.25         278.39
         124.67         316.90
         516.90         492.41
         156.26         652.59
          70.26         373.64
         654.46         385.75
         413.20         114.19
         310.43         720.61
         290.10         672.13
          60.33         489.25
         938.01         735.86
         539.04         633.14
          36.83         708.15
         178.23         403.81
         541.08         281.14
          42.88         569.04
         109.88         669.93
         367.43         306.26
         168.35         907.37
         247.83         414.15
         287.84         487.09
          23.49         864.80
         263.30         492.44
         513.20         130.60
          52.60         298.17
         181.87         535.70
         302.47         543.20
        1332.55         260.93
          54.26         282.43
         318.49         119.41
         424.74         408.76
         107.89         760.17
         244.25         763.18
         613.53         850.92
         591.73         493.58
